コード,市区町村名,人数,獲得比率,距離
34107,広島市安芸区,72,0.000,637.4
21205,関市,72,0.000,225.7
21206,中津川市,72,0.000,183.9
05206,男鹿市,71,0.000,518.6
02202,弘前市,71,0.000,595.0
28214,宝塚市,70,0.000,382.4
12234,南房総市,70,0.000,54.2
10525,邑楽郡邑楽町,70,0.000,104.8
22136,浜松市浜北区,69,0.000,162.9
11361,秩父郡横瀬町,69,0.001,79.7
27142,堺市中区,68,0.000,374.0
27126,大阪市平野区,68,0.000,366.6
24207,鈴鹿市,68,0.000,269.9
15102,新潟市東区,68,0.000,292.7
17204,輪島市,67,0.000,325.6
10448,利根郡昭和村,66,0.001,149.2
08229,稲敷市,66,0.000,108.2
40224,福津市,66,0.000,841.7
33202,倉敷市,65,0.000,528.9
30391,日高郡みなべ町,65,0.001,416.3
07202,会津若松市,65,0.000,242.3
23425,海部郡蟹江町,65,0.000,246.3
23221,新城市,65,0.000,181.4
19205,山梨市,64,0.000,90.2
15103,新潟市中央区,64,0.000,291.6
07483,東白川郡塙町,64,0.001,201.5
01226,砂川市,64,0.000,935.3
01208,北見市,64,0.000,1025.0
27231,大阪狭山市,63,0.000,370.2
23219,小牧市,63,0.000,230.4
12236,香取市,63,0.000,113.8
23210,刈谷市,63,0.000,227.8
29204,天理市,62,0.000,339.7
27218,大東市,62,0.000,356.9
25203,長浜市,61,0.000,296.5
22223,御前崎市,61,0.000,144.4
19207,韮崎市,61,0.000,108.1
16201,富山市,61,0.000,244.7
12238,いすみ市,61,0.000,77.2
23234,北名古屋市,60,0.000,237.6
19429,南都留郡鳴沢村,60,0.002,72.8
35212,柳井市,59,0.000,691.4
15209,加茂市,59,0.000,260.4
47209,名護市,58,0.000,1458.0
34103,広島市南区,58,0.000,647.1
23446,知多郡美浜町,57,0.000,244.8
24344,三重郡川越町,56,0.000,257.3
10345,北群馬郡吉岡町,56,0.000,133.1
04102,仙台市宮城野区,56,0.000,354.8
01643,中川郡幕別町,56,0.000,887.4
40621,京都郡苅田町,55,0.000,799.4
23232,愛西市,55,0.000,254.5
01231,恵庭市,55,0.000,861.0
27212,八尾市,54,0.000,361.1
10207,館林市,54,0.000,104.1
08233,行方市,54,0.000,122.5
04301,刈田郡蔵王町,54,0.000,325.1
01110,札幌市清田区,54,0.000,866.4
27116,大阪市生野区,53,0.000,366.8
45203,延岡市,52,0.000,783.7
28226,淡路市,52,0.000,426.1
27202,岸和田市,52,0.000,384.1
08235,つくばみらい市,52,0.000,89.9
08216,笠間市,52,0.000,135.2
21303,羽島郡笠松町,52,0.000,247.8
07402,耶麻郡北塩原村,52,0.001,269.3
40203,久留米市,51,0.000,851.2
38202,今治市,51,0.000,616.4
26101,京都市北区,51,0.000,344.5
12235,匝瑳市,51,0.000,105.4
05434,仙北郡美郷町,51,0.000,467.8
47306,国頭郡今帰仁村,50,0.001,1457.4
40221,太宰府市,50,0.000,846.8
34102,広島市東区,50,0.000,644.0
27223,門真市,50,0.000,359.8
20203,上田市,50,0.000,164.7
07503,石川郡平田村,50,0.001,232.5
27143,堺市東区,50,0.000,370.9
38213,四国中央市,49,0.000,566.6
34104,広島市西区,49,0.000,653.0
33210,新見市,49,0.000,550.3
33205,笠岡市,49,0.000,553.0
27121,大阪市東住吉区,49,0.000,368.9
01217,江別市,49,0.000,883.3
46392,薩摩郡さつま町,49,0.000,912.9
26211,京田辺市,48,0.000,342.7
15108,新潟市西蒲区,48,0.000,277.2
12347,香取郡多古町,48,0.000,101.2
09206,日光市,48,0.000,170.8
40206,田川市,48,0.000,818.2
27215,寝屋川市,48,0.000,356.7
03205,花巻市,47,0.000,478.9
27206,泉大津市,47,0.000,382.3
33203,津山市,46,0.000,493.3
28217,川西市,46,0.000,375.2
26207,城陽市,46,0.000,339.7
23225,知立市,46,0.000,224.4
08302,東茨城郡茨城町,46,0.000,138.0
37208,三豊市,45,0.000,541.0
28215,三木市,45,0.000,403.1
28210,加古川市,45,0.000,424.1
26102,京都市上京区,45,0.000,341.0
11211,本庄市,45,0.000,103.7
35210,光市,44,0.000,704.1
15211,見附市,44,0.000,251.6
46222,奄美市,43,0.000,1222.8
26202,舞鶴市,43,0.000,367.7
25208,栗東市,43,0.000,317.0
23209,碧南市,43,0.000,231.5
21203,高山市,43,0.000,222.3
44203,中津市,42,0.000,795.5
34307,安芸郡熊野町,42,0.000,639.4
20207,須坂市,42,0.000,176.7
37205,観音寺市,41,0.000,548.1
09386,塩谷郡高根沢町,41,0.000,153.7
08223,潮来市,41,0.000,120.7
25209,甲賀市,40,0.000,303.9
22219,下田市,40,0.000,84.6
20208,小諸市,40,0.000,149.4
27224,摂津市,39,0.000,360.3
23204,瀬戸市,39,0.000,214.8
10206,沼田市,39,0.000,153.7
41208,小城市,38,0.000,881.9
33103,岡山市東区,38,0.000,501.0
27144,堺市西区,38,0.000,377.4
04207,名取市,38,0.000,340.5
10210,富岡市,38,0.000,118.9
20321,北佐久郡軽井沢町,36,0.000,141.4
10211,安中市,36,0.000,131.0
17203,小松市,36,0.000,292.1
21341,養老郡養老町,35,0.000,265.1
40343,糟屋郡志免町,35,0.000,847.4
34106,広島市安佐北区,35,0.000,642.7
25202,彦根市,35,0.000,293.7
12233,富里市,35,0.000,89.1
07205,白河市,35,0.000,213.3
01233,伊達市,34,0.000,833.5
43210,菊池市,33,0.000,833.2
38401,伊予郡松前町,33,0.000,641.7
34202,呉市,33,0.000,636.2
27382,南河内郡河南町,33,0.000,362.1
27225,高石市,33,0.000,379.6
11327,入間郡越生町,33,0.000,74.6
03503,九戸郡野田村,33,0.001,566.8
40216,小郡市,32,0.000,845.9
27209,守口市,32,0.000,362.7
27122,大阪市西成区,32,0.000,371.6
19204,都留市,32,0.000,56.0
06210,天童市,32,0.000,348.4
40230,糸島市,31,0.000,873.4
19424,南都留郡忍野村,31,0.000,60.0
12426,長生郡長柄町,31,0.000,67.6
08443,稲敷郡阿見町,31,0.000,102.2
40447,朝倉郡筑前町,30,0.000,840.3
40215,中間市,30,0.000,820.9
33101,岡山市北区,30,0.000,515.2
22134,浜松市南区,30,0.000,171.9
17384,羽咋郡志賀町,30,0.000,313.6
37403,仲多度郡琴平町,29,0.000,532.1
36203,小松島市,29,0.000,468.4
34213,廿日市市,29,0.000,678.1
15461,南魚沼郡湯沢町,29,0.000,181.6
08442,稲敷郡美浦村,29,0.000,109.5
06208,村山市,29,0.000,364.2
40349,糟屋郡粕屋町,28,0.000,847.6
40205,飯塚市,28,0.000,832.4
27301,三島郡島本町,28,0.000,351.7
20211,中野市,28,0.000,191.6
10524,邑楽郡大泉町,28,0.000,104.3
08214,高萩市,28,0.000,191.7
05202,能代市,28,0.000,547.8
26201,福知山市,27,0.000,402.2
20481,北安曇郡池田町,27,0.000,189.2
10426,吾妻郡草津町,27,0.000,165.8
05204,大館市,27,0.000,559.3
04362,亘理郡山元町,27,0.000,318.4
16210,南砺市,26,0.000,263.3
09301,河内郡上三川町,26,0.000,131.3
02204,黒石市,26,0.000,599.5
01223,根室市,26,0.000,1015.8
01210,岩見沢市,26,0.000,898.9
34309,安芸郡坂町,25,0.000,645.4
34211,大竹市,25,0.000,676.7
27216,河内長野市,25,0.000,369.9
27214,富田林市,25,0.000,367.4
27115,大阪市東成区,25,0.000,365.8
25212,高島市,25,0.000,320.2
18210,坂井市,25,0.000,313.2
16207,黒部市,25,0.000,232.4
12218,勝浦市,25,0.000,72.0
