コード,市区町村名,人数,獲得比率,距離
11207,秩父市,1918,0.003,98.0
05212,大仙市,1914,0.002,462.0
25208,栗東市,1902,0.003,332.9
08236,小美玉市,1897,0.004,107.2
28109,神戸市北区,1895,0.001,412.5
27204,池田市,1889,0.002,388.5
40220,宗像市,1889,0.002,851.8
40203,久留米市,1880,0.001,868.6
29205,橿原市,1878,0.002,366.3
43102,熊本市東区,1869,0.001,867.9
27121,大阪市東住吉区,1859,0.001,386.0
21203,高山市,1857,0.002,229.9
27119,大阪市阿倍野区,1848,0.002,387.0
32203,出雲市,1843,0.001,623.7
11216,羽生市,1832,0.004,81.6
27103,大阪市福島区,1817,0.002,388.4
31201,鳥取市,1803,0.001,500.9
23225,知立市,1772,0.002,241.0
27219,和泉市,1772,0.001,396.1
15213,燕市,1770,0.002,255.6
28110,神戸市中央区,1754,0.001,414.0
06211,東根市,1730,0.003,338.6
23214,蒲郡市,1725,0.002,227.8
25209,甲賀市,1708,0.002,320.3
01106,札幌市南区,1706,0.001,845.5
01224,千歳市,1706,0.002,837.2
04202,石巻市,1701,0.001,366.2
11240,幸手市,1698,0.003,70.6
23232,愛西市,1689,0.003,269.9
11341,比企郡滑川町,1686,0.009,74.6
19207,韮崎市,1685,0.005,116.6
35202,宇部市,1677,0.001,782.1
12234,南房総市,1675,0.004,55.6
22344,駿東郡小山町,1673,0.008,63.0
26106,京都市下京区,1667,0.002,357.6
47208,浦添市,1655,0.001,1528.3
38202,今治市,1654,0.001,633.6
23215,犬山市,1648,0.002,241.4
15104,新潟市江南区,1646,0.002,273.8
06202,米沢市,1641,0.002,271.8
47205,宜野湾市,1628,0.002,1523.7
08207,結城市,1623,0.003,93.1
23223,大府市,1613,0.002,248.2
23208,津島市,1612,0.002,263.8
28108,神戸市垂水区,1600,0.001,426.4
08233,行方市,1590,0.005,101.9
12322,印旛郡酒々井町,1585,0.007,65.2
23236,みよし市,1579,0.003,234.2
19213,甲州市,1571,0.005,84.5
19430,南都留郡富士河口湖町,1566,0.006,91.9
10210,富岡市,1565,0.003,114.8
27144,堺市西区,1564,0.001,394.7
22226,牧之原市,1556,0.004,156.3
12421,長生郡一宮町,1556,0.005,66.0
33104,岡山市南区,1553,0.001,523.2
23224,知多市,1553,0.002,257.7
19214,中央市,1553,0.005,102.0
23229,豊明市,1553,0.002,242.8
17203,小松市,1545,0.001,300.2
08234,鉾田市,1545,0.003,112.0
21206,中津川市,1542,0.002,196.2
23109,名古屋市熱田区,1539,0.002,252.3
27107,大阪市港区,1538,0.002,391.4
40136,福岡市城南区,1528,0.001,875.5
25204,近江八幡市,1525,0.002,326.1
11326,入間郡毛呂山町,1523,0.004,63.1
08226,那珂市,1522,0.003,135.1
01213,苫小牧市,1522,0.001,822.2
21211,美濃加茂市,1517,0.003,237.3
01206,釧路市,1516,0.001,946.7
34101,広島市中区,1510,0.001,666.2
40107,北九州市小倉南区,1504,0.001,822.2
23234,北名古屋市,1504,0.002,252.6
42202,佐世保市,1492,0.001,943.8
10464,佐波郡玉村町,1485,0.004,106.6
34102,広島市東区,1483,0.001,660.1
29204,天理市,1480,0.002,357.1
11408,大里郡寄居町,1472,0.004,86.3
22224,菊川市,1470,0.003,161.8
27128,大阪市中央区,1464,0.001,385.4
26102,京都市上京区,1464,0.002,356.6
01208,北見市,1462,0.001,1006.2
15206,新発田市,1459,0.001,276.4
40230,糸島市,1457,0.001,890.3
27218,大東市,1449,0.001,373.8
01205,室蘭市,1446,0.001,778.6
03209,一関市,1444,0.001,417.2
23209,碧南市,1436,0.002,248.8
33208,総社市,1431,0.002,546.6
12235,匝瑳市,1429,0.004,86.6
11442,南埼玉郡宮代町,1428,0.004,65.2
26209,長岡京市,1418,0.002,364.8
17211,能美市,1417,0.002,299.2
27102,大阪市都島区,1414,0.001,383.2
24204,松阪市,1411,0.001,316.5
09342,芳賀郡益子町,1410,0.005,120.6
34212,東広島市,1408,0.001,637.4
15108,新潟市西蒲区,1407,0.002,266.0
08341,那珂郡東海村,1405,0.004,140.6
11385,児玉郡上里町,1401,0.004,101.1
25213,東近江市,1399,0.001,309.1
19212,上野原市,1388,0.006,56.4
27222,羽曳野市,1383,0.001,382.9
16211,射水市,1377,0.001,270.8
19206,大月市,1371,0.006,68.4
22223,御前崎市,1366,0.004,164.3
07207,須賀川市,1361,0.002,214.4
15226,南魚沼市,1354,0.002,189.1
34106,広島市安佐北区,1353,0.001,658.6
28107,神戸市須磨区,1353,0.001,422.0
31202,米子市,1351,0.001,562.8
43103,熊本市西区,1350,0.002,878.2
14382,足柄下郡箱根町,1346,0.012,59.1
28217,川西市,1345,0.001,391.3
27225,高石市,1343,0.002,396.9
46218,霧島市,1337,0.001,915.5
14384,足柄下郡湯河原町,1335,0.005,60.0
23238,長久手市,1335,0.003,236.4
23233,清須市,1332,0.002,255.6
27223,門真市,1330,0.001,376.5
43202,八代市,1327,0.001,892.7
27209,守口市,1323,0.001,379.4
24216,伊賀市,1322,0.001,324.7
24203,伊勢市,1316,0.001,286.2
10206,沼田市,1299,0.002,142.4
12218,勝浦市,1288,0.006,63.3
24208,名張市,1283,0.002,334.1
19205,山梨市,1283,0.004,95.4
04209,多賀城市,1280,0.002,339.1
